2774	54
7411	488
5296	92
18707	422
134	3
9733	1373
1045	56
2618	826
296	599
190	480
6759	856
6553	447
1748	141
18347	129
4520	821
2294	830
10140	910
13198	299
1197	49
12349	358
1196	936
15293	1309
2848	10
9975	1660
14144	136
13062	758
8799	131
2237	136
4368	109
7483	316
3589	67
703	515
3438	474
7254	486
14407	117
9417	219
9759	3130
12971	103
14022	49
1548	1380
201	2039
13275	728
2426	223
4274	1178
620	1812
11032	686
6911	560
7355	1608
10442	180
3929	60
11245	163
10830	692
4272	241
13268	201
26509	315
12572	485
8951	143
17858	777
8100	65
28218	104
1748	167
17702	118
4381	559
12139	752
2008	571
1518	365
15354	753
18557	20
447	959
10427	30
5007	11
3031	3673
4277	117
1133	663
2601	107
739	1028
26651	99
1883	481
16522	135
22050	443
21421	207
3528	8
1851	222
591	3565
3888	77
3685	442
1534	2179
14291	588
733	1454
3716	158
3606	151
5391	1037
3029	668
10079	67
8048	1325
1025	180
14291	341
3111	618
5085	56
22121	50
11448	67
436	11
10210	149
13035	63
4648	18
9895	10
11339	81
5439	716
3108	873
5810	3
1607	599
14418	697
539	268
19233	2242
2396	151
5628	509
14408	300
12879	732
22709	180
19050	371
6305	26
26180	447
5961	583
21431	49
9052	99
4568	1277
8878	8
5882	631
10663	141
8273	902
18731	447
5273	262
2899	838
21548	74
9476	338
19264	755
7861	607
14425	226
4399	509
1883	588
10374	596
2853	1076
4502	645
11728	854
9973	45
6664	82
11616	447
18710	63
3951	529
3813	2597
9528	262
2778	610
713	263
1454	151
10564	433
608	771
9630	153
18607	3
12961	166
2431	504
10422	13
2283	270
4411	1517
2216	198
1298	1724
1606	268
6397	219
10377	773
14885	3
20143	259
3934	300
1475	1148
7921	140
20030	1497
6908	260
4471	1503
5337	75
6506	71
1471	1787
16674	182
10586	406
18791	44
6912	956
265	1296
1639	3582
4811	849
3802	117
23970	7
23909	31
18088	72
2756	854
13564	198
7523	1192
4404	2250
12619	135
9052	537
28838	298
1105	1079
6795	413
21214	409
8502	352
5969	87
23709	704
4349	927
14807	193
1819	97
1974	450
1942	315
7705	496
3131	514
1853	536
4385	219
11276	674
27026	135
11182	49
28402	27
378	32
436	39
4993	638
875	583
875	29
6441	207
28593	180
3851	2199
12539	536
77	425
4127	72
28442	488
6724	1875
426	698
9490	222
831	372
8229	61
8563	69
1093	2354
13114	422
1164	873
623	826
9761	327
2051	38
11312	62
18715	382
23742	527
3668	105
22390	92
5700	67
2512	1462
164	193
13570	106
9692	569
17820	1826
3413	236
5064	1613
24505	1194
1345	223
10572	2316
12555	349
4639	972
5601	216
1672	450
52	328
1730	338
32342	338
8807	163
7800	226
4900	783
2441	75
4295	2035
1464	1623
1088	158
4510	315
9759	195
23080	449
1870	146
3213	637
19438	198
14391	733
13302	522
14154	63
2943	1012
7950	363
3435	697
5126	298
4232	178
1246	76
1833	902
2195	1058
6746	1668
1161	501
14283	97
1449	382
23676	8
9648	1149
6153	891
3108	3
8463	118
10947	583
6870	488
10644	1340
24947	236
7570	273
4668	3964
24020	3
10534	160
2201	697
5935	210
1351	58
7905	198
25682	2612
2088	149
4114	610
744	398
7917	30
2103	123
12436	57
6075	65
6610	363
4507	492
5177	188
8470	118
11317	68
9210	35
2537	1176
8035	252
10119	245
3908	63
21095	4077
3792	166
13493	131
21921	198
1214	109
11005	1750
591	723
15937	991
8569	198
9280	263
3663	84
4993	1192
17069	390
21038	1383
17121	382
1205	332
1649	1657
9787	67
6188	38
302	300
2210	1289
343	486
14133	547
10412	838
20273	84
190	1576
3348	206
26287	1478
10870	11
19162	104
6154	131
228	118
10824	39
17573	2060
11771	135
28299	32
21960	338
20193	937
3856	67
16772	816
18540	583
2329	398
27489	99
29442	1200
19240	563
5942	744
6945	257
13207	697
7316	1144
208	270
5061	2010
5069	73
18484	1419
8017	390
9505	485
5069	210
4842	3
4970	6
715	774
6678	800
7636	125
30478	3784
20453	166
341	20
7377	1264
842	65
666	42
20049	316
11440	32
426	58
10420	60
1370	503
4564	119
26788	84
359	424
897	116
19935	234
10806	72
10312	674
20884	6
24977	73
7405	410
2831	3578
8443	444
34252	207
8528	2208
8884	53
6817	733
1462	140
11926	50
15624	207
12622	444
4869	1111
15978	11
3226	68
4147	71
1834	775
6218	3157
3120	804
3430	2191
4388	158
883	538
11360	59
444	1091
791	58
182	1408
7968	966
680	504
9133	1343
14216	1554
6247	262
2518	103
7725	49
1545	856
8228	35
27432	63
24158	27
11230	62
10242	106
726	577
2586	1639
1148	622
7561	775
16713	479
3800	45
1890	151
18161	492
6373	52
16723	222
8914	343
8208	13
19932	315
5483	485
15147	45
6548	92
10926	167
17603	372
11418	636
19087	87
3430	552
14510	1702
1304	219
18610	149
474	92
11584	1313
11816	837
17852	11
20637	49
3115	27
89	360
9556	500
2124	73
9421	44
2265	783
6154	222
1505	247
2800	599
17301	519
28232	73
3818	4009
16587	60
190	5249
3795	65
5595	451
7858	296
14177	363
24736	249
8746	257
5725	382
15158	444
21795	3
3110	486
7159	1076
34	1596
11828	68
17123	258
26785	55
2841	1147
6626	1204
2107	1503
30887	49
7047	390
15630	11
19962	428
137	2758
17016	522
2226	58
15671	26
2243	135
24236	92
6762	178
10124	118
12966	1864
9152	60
4722	72
3653	406
4656	353
10770	811
9281	750
6171	800
2304	255
808	133
1454	104
11776	27
110	1238
595	1113
8804	803
9940	6
7470	576
30515	1873
285	3836
12294	115
20929	75
21277	198
14262	38
3397	188
7522	76
10459	32
25764	744
5013	123
5273	182
3967	57
22142	181
18188	800
16003	372
3075	1156
7835	72
4744	1053
9	925
2569	990
26651	418
6653	626
3638	1112
3119	584
1724	403
3444	4044
9172	490
5327	1321
20118	207
4062	8
20272	450
9790	436
27599	3
6097	1962
15130	104
31558	660
22629	230
3726	122
789	31
2418	1796
4939	210
4126	536
7121	512
6540	873
3164	1113
1375	52
6755	844
285	232
11183	2753
2407	929
11131	614
712	745
251	2764
493	390
8364	76
3794	449
18518	243
11786	180
12011	504
7616	449
625	253
14079	178
20996	171
11548	72
9568	30
527	54
14111	636
383	664
8526	135
19057	411
14579	931
12509	188
933	71
13131	1428
7283	471
2091	1223
2410	1050
6504	1249
15279	220
34314	601
5033	31
9990	637
4624	2241
16777	185
27093	107
31703	901
18053	2163
9438	262
9274	602
1293	202
11724	490
24229	222
4486	153
9784	215
190	2154
404	27
431	1143
2453	76
4840	252
3389	106
13	633
4091	207
1090	2270
23826	67
591	1155
11936	61
3127	55
6610	72
2930	187
6592	444
5239	199
893	201
16786	30
9370	631
10706	10
6900	644
11864	164
12170	158
17674	1363
15335	31
3454	404
14263	1146
18988	207
17908	425
1462	521
17965	198
12535	1010
4777	800
29784	538
19271	31
7224	558
25974	549
10874	407
5179	669
4546	202
5239	39
2297	282
26128	87
708	89
15094	623
4911	210
4762	570
6922	5496
10469	1711
5463	925
21697	1247
9135	1114
768	268
5238	222
2441	184
12822	353
942	1426
11964	249
13129	73
10521	198
10231	260
10879	398
6324	477
6166	914
21500	268
33543	823
2169	72
21213	256
6197	60
20618	68
33119	547
11126	444
33267	3
14799	934
619	540
1091	1195
20371	707
18224	488
3748	74
30080	1591
606	479
10917	1947
5983	155
33120	270
17599	354
17076	49
20304	32
6883	180
5543	750
30061	372
17881	50
3088	309
5847	1554
8035	358
34692	114
2194	163
3759	473
5059	123
10910	96
22722	1895
13524	50
14357	1097
7707	9
28362	774
16003	92
4858	236
8117	981
4663	620
9961	392
934	527
4896	345
11201	1347
11085	273
7369	418
10391	561
29178	6
18003	109
1084	338
2125	589
606	937
13644	146
34961	148
5829	89
9936	176
13758	554
125	1
23384	27
4974	84
21119	1181
809	762
591	1452
9535	146
23087	49
8914	77
3371	30
9583	660
13392	190
5936	55
14264	444
1145	577
1691	67
18715	338
58	1874
1093	204
2919	582
17358	194
5409	896
578	115
1779	1254
8606	132
10895	487
7469	615
703	1356
4803	210
5908	131
2676	1417
24824	409
516	1211
1987	1665
8035	59
4762	450
13060	142
7817	116
14591	160
3524	365
15940	1163
5654	1102
5746	220
1881	153
2528	332
3355	93
1234	912
730	3157
10646	582
9795	185
6990	8
11688	92
2006	548
5379	81
1263	58
7566	608
636	475
20334	68
10851	109
21977	283
2488	166
1809	263
703	501
5468	762
10664	68
15673	87
19113	268
7428	486
12090	1011
24895	3140
2942	1408
18131	509
190	1494
9544	555
7728	1144
32841	56
9145	870
29695	135
862	62
329	85
14699	456
151	490
3782	783
27984	198
1302	796
12098	643
21081	479
12943	141
8083	420
13915	140
4017	167
23739	188
3270	450
490	1254
2443	991
9378	31
13409	365
12248	654
4012	371
23593	149
2096	826
6861	123
23854	92
1143	451
3894	92
6945	342
398	180
2535	1021
1253	843
409	584
7102	316
6508	647
24	2068
12471	330
14133	621
2982	261
9610	3
8266	129
25185	92
33951	140
2427	61
16261	659
10103	48
2503	3316
12936	762
2336	310
2230	668
20119	660
1334	1128
23946	1556
1425	2627
642	420
3042	160
6090	2216
15974	11
3747	1417
23437	336
19088	298
1285	2208
1276	13
4786	64
5619	222
9888	1257
5322	96
2378	135
236	89
296	178
1773	26
6860	198
8735	139
1209	4043
9463	4
1002	858
18196	60
3531	53
2336	76
13718	657
1209	1769
10459	657
8609	39
9942	924
13403	320
20399	1351
2851	877
803	501
1607	253
6547	258
5684	163
28231	508
1017	2036
7499	734
19482	592
3839	222
2041	151
613	198
15343	149
29447	61
9747	1130
6817	1753
32403	118
15422	631
13924	1025
17549	341
6925	236
6117	427
5684	870
8666	358
16484	406
1112	637
13619	58
4711	65
23426	92
5094	158
7138	2543
30717	136
7844	382
19199	53
1289	1506
19122	8
24246	65
2463	2820
9429	74
3154	300
961	103
4453	1468
3837	837
15143	240
2528	57
3052	560
13559	73
10902	567
3174	224
692	485
12029	8
2894	964
7101	496
23713	10
6061	75
10673	49
6638	107
9463	1642
3030	8
2647	261
6801	316
15524	231
6746	52
3908	341
24956	2813
1285	2485
20216	118
7451	5
1077	850
1255	298
3611	135
31082	2069
4214	270
7232	222
7502	30
9075	118
30823	140
3265	2327
6444	1362
3220	22
20954	125
591	1743
7896	27
2799	11
8600	99
12575	72
5730	139
4162	496
15419	567
1211	123
20630	135
1140	13
16944	167
9706	409
21400	32
6615	180
591	427
2120	151
19926	29
2672	367
26761	485
1151	3
13875	108
1051	518
18416	2040
25157	30
5496	688
1060	1105
11267	50
11256	752
7166	332
21029	135
920	442
21030	67
337	1576
6053	1105
20269	181
7531	1676
51	519
4652	444
8552	178
1441	211
5725	75
9795	99
2199	6
10194	146
14610	990
3323	889
6478	694
9284	27
27767	6
9596	223
30172	144
2978	875
20505	372
6678	365
10866	198
11781	520
25484	117
1970	442
5347	73
2676	27
7925	74
3269	18
27133	8
23752	72
1727	188
15174	2283
6992	41
11261	128
4688	92
22857	22
11483	337
4171	965
17481	89
2375	584
29745	298
7902	65
16371	1269
26374	115
17841	2086
18960	266
6842	67
6039	1411
11222	889
3030	783
8699	118
4195	1631
7495	492
16257	418
7103	173
7061	169
15695	251
1201	673
4711	1454
3754	174
14295	418
14376	509
1657	60
71	511
5859	2206
10447	181
2759	468
6945	146
14376	801
1965	1136
7025	688
6227	53
320	122
1360	492
1527	1276
689	327
6227	210
1677	115
22686	577
4172	50
7448	1642
6033	680
12875	452
2694	2758
2070	4147
5554	10
13794	3769
7699	93
1627	1066
9877	855
26702	68
1700	3019
7351	210
855	994
5665	67
4975	59
5276	334
22290	372
25836	3
2955	1052
6090	951
7333	126
2347	452
3397	481
4716	943
9517	332
1887	1430
11265	461
5409	71
2827	216
1518	2241
681	141
10548	96
3329	44
9324	937
209	1413
6069	96
2694	442
5592	1750
13847	136
12580	578
3600	1486
224	1914
10902	2616
5513	1213
588	2350
4704	96
1952	1634
1160	1373
1884	53
8965	106
15043	623
2117	547
9382	471
11021	68
3078	11
52	341
18574	373
13166	35
1302	406
21332	226
23189	158
96	441
11588	117
1523	169
2823	936
10996	31
15439	3
3442	272
6230	693
6303	163
13496	75
30253	775
25464	188
11645	1276
6537	144
12335	404
23428	3417
8711	188
25392	530
6553	3
15778	136
16935	4
2587	67
268	1393
1602	109
6188	27
1127	985
4063	930
9648	40
12106	577
5037	180
18000	193
17984	363
25700	49
1715	144
498	799
3383	126
18537	2023
30688	487
21620	118
3557	785
2908	122
340	570
13992	5
4219	1111
1386	59
1334	744
326	807
1821	852
13630	1735
2105	245
1676	37
7767	565
595	89
4152	1070
1573	1730
2919	1157
8741	156
20026	93
1237	1804
5035	117
10829	316
3074	1623
5083	96
15306	450
13145	627
22042	60
14383	486
22853	182
19906	97
4069	93
9732	226
15811	171
6516	38
15976	1
20340	30
15987	87
9915	27
16450	180
7674	783
3638	43
1748	327
15103	72
8606	1200
320	176
6341	891
4891	49
13039	450
15281	1996
2349	1326
1194	1146
14536	84
255	733
9487	1676
12752	447
2138	2
6310	151
7539	647
29519	1408
5081	248
15841	394
22774	762
31991	831
1576	461
873	285
520	58
2239	889
13832	222
459	583
6931	160
5177	673
30445	73
13423	65
31456	135
733	226
20364	166
16789	350
20882	38
11136	41
3104	411
672	324
12227	64
11290	106
5393	43
6053	832
1102	58
8260	153
9727	547
2675	112
825	27
22150	658
3107	44
2463	914
1090	306
625	534
498	519
27021	1466
2163	324
13555	49
10140	2828
14035	575
657	1
23362	45
933	702
16217	1124
93	387
709	690
10724	73
10188	158
20241	734
32129	136
3068	38
9370	250
7647	806
1059	962
22904	509
4136	135
12050	263
26556	72
21920	775
13316	76
3475	149
24852	56
2187	395
346	198
1908	270
1573	27
934	2199
13012	1118
2708	3033
19728	104
3395	1623
13494	160
10801	180
13735	22
3104	1282
1658	343
8144	578
14362	1323
942	5122
15571	140
11906	1390
15966	135
20938	805
10977	777
1819	222
11952	136
9015	170
6398	490
11655	8
30835	674
25706	1
3435	18
2427	287
2510	1545
10303	1302
13613	481
29078	580
2899	87
3360	3
11532	479
5434	32
13369	135
2588	637
9930	169
12911	536
730	1192
21331	270
17104	512
9727	115
702	1408
1559	1939
1898	53
9174	27
12083	358
2479	55
29395	89
1005	789
12831	1157
22323	378
7006	773
15036	99
6883	623
14598	832
1447	537
20241	140
2677	1330
7343	58
13607	815
751	1522
2318	220
11693	363
32288	149
23447	106
2724	27
11765	139
4068	878
6230	1089
11565	255
29	193
10467	223
11788	1835
9868	8
5368	268
16607	35
20741	258
2701	486
1175	210
1475	804
3951	1517
3582	235
8808	151
2666	136
20963	1236
15685	332
14416	72
313	1136
9633	664
9650	337
389	763
4475	657
14965	41
17981	149
24213	53
1834	354
1979	75
12316	201
1644	485
656	233
6821	116
9922	821
1291	606
14457	315
16	93
8480	123
1477	151
1903	2527
22027	8
24630	504
9134	269
4366	146
20228	1080
10287	2005
3777	11
4348	166
1464	1351
12174	490
10719	273
16217	1837
33192	270
10614	27
3141	848
13614	142
7058	3
10598	354
6215	6
22189	117
130	2456
17381	166
1344	1015
28117	182
6927	521
2785	72
18733	39
2596	11
25269	962
2471	76
1244	88
14051	298
4778	20
5103	372
995	481
19652	448
7191	3
3022	1548
491	425
3410	1779
24200	146
12065	61
18686	902
21882	181
9614	65
21275	1221
5418	109
24066	59
6077	328
18652	6
3244	73
12060	210
5628	2877
17930	75
47	261
26838	250
2224	1353
17143	3
23896	132
16670	103
10417	4401
12998	3
11231	1779
4076	127
4567	116
10901	166
28567	570
3265	1500
3458	726
4265	460
8209	1561
2945	577
11340	299
11532	75
22207	27
25813	89
8426	526
31156	27
31483	103
10675	445
30846	625
2878	33
9912	106
8893	71
21899	382
11616	796
9224	2150
933	1200
2839	805
18410	282
9612	191
10512	1479
9922	298
25213	123
400	139
902	560
13962	1853
1811	58
38	638
4188	169
8377	873
23185	514
7562	65
6925	50
17703	193
21530	651
15052	50
17701	63
2684	27
26681	518
21436	136
12546	610
19152	198
20505	598
3634	119
28951	127
233	450
7595	181
9321	580
7454	67
21299	644
9169	93
7170	426
23880	22
2335	2994
4602	298
1826	17
18895	30
11474	859
19312	186
17316	50
1863	118
3694	731
13235	74
7470	60
4585	222
1423	817
10042	135
8050	1506
16440	17
1051	623
10210	169
26400	27
4716	11
1036	637
1584	870
10603	31
24704	114
9309	180
4964	75
7978	263
1377	1124
218	638
21599	68
3901	2302
30045	104
6355	39
30581	1347
15766	341
5353	572
10276	315
1865	418
6053	373
4733	877
1448	1277
13867	58
600	2569
1260	733
5278	1053
4460	547
17273	59
4684	914
11804	673
8889	372
714	248
16763	3977
2505	133
938	1332
3542	222
1284	270
22183	444
1699	22
9572	191
7861	249
11445	1092
21218	53
9260	1101
4480	136
3043	1107
430	435
14071	219
3448	660
3395	201
1026	888
15190	882
12839	216
860	296
12877	675
3188	33
748	3
31532	518
549	65
8920	522
1255	785
8025	1506
684	49
2528	223
6222	332
26103	250
8368	3
12604	1079
12458	7
28854	57
1993	1791
1237	202
6443	433
5711	116
12992	594
5	645
5013	1580
11563	56
52	1277
2503	1207
16553	876
28587	3
1621	320
2929	36
8345	50
9876	113
1161	9
7159	136
27624	1040
22298	136
9378	1031
20669	806
3213	2921
181	207
1128	638
12854	245
5161	106
11802	153
11071	207
4953	56
540	186
6606	509
2438	171
7779	854
15931	136
29185	65
4782	327
14262	52
19358	343
7088	169
10242	56
10518	315
10838	282
12629	262
14753	104
18603	118
4352	412
4771	8
8894	479
6189	149
7951	118
14621	136
4704	1434
508	1551
14396	75
9145	358
6670	667
26954	873
6678	215
306	61
22587	3
9421	1559
24	2040
21029	65
7799	834
4225	263
25338	10
6341	176
15015	4
196	42
23386	2273
8667	746
736	67
10585	92
4830	1
58	404
14406	569
14257	535
18485	53
22555	47
190	1735
2675	30
21475	123
15694	451
13862	1549
2505	306
19415	59
30150	35
12559	1668
20358	136
11721	109
5478	444
1758	2398
25472	58
640	5
3022	1347
1683	732
4229	298
1625	660
2488	873
7291	182
226	126
4630	84
328	783
21152	527
3259	2505
11465	226
3430	1833
5318	536
22902	239
2860	235
1898	298
2808	1051
14643	3
4811	280
10585	1039
2231	937
22148	97
10611	222
10908	63
13887	354
19863	232
6590	318
29709	53
11309	33
15119	316
1735	3
1323	63
2260	142
2105	248
7174	444
629	263
4541	423
19932	111
2273	123
883	328
14400	35
13266	122
32101	50
6506	135
11936	937
22465	93
11300	444
5254	563
3359	1252
5297	239
1959	773
2910	486
10298	31
4025	345
5316	2929
20131	268
127	1330
10146	474
6510	514
5778	198
23934	354
5473	435
715	890
29046	136
803	264
190	1129
89	201
5777	2779
19873	166
2068	1490
3098	382
6755	131
8995	345
14333	29
15802	49
14899	488
13449	186
12505	77
2309	273
23211	577
4596	793
15502	1143
5077	180
2067	142
962	52
967	3220
6153	582
1447	184
904	160
13060	20
11970	81
5162	43
967	847
7159	398
13294	207
18736	30
9118	471
3428	278
796	163
3902	464
1920	572
12869	298
2267	598
16198	597
13398	118
575	2231
8679	504
3277	231
13843	1111
1987	632
3820	6
4786	363
1475	833
1278	1408
32509	2554
19983	2303
23518	832
970	1822
19747	146
4923	125
22719	63
3893	30
707	262
13552	67
17093	114
5929	324
24813	180
21844	529
3745	491
9340	35
837	670
2504	1113
507	23
5318	693
24284	252
1002	180
3244	65
3821	262
13793	854
8902	32
2004	886
24900	3
12195	1143
2078	372
329	920
1993	477
2698	372
1387	103
10174	479
9065	632
26583	135
27447	414
4535	800
1764	324
8763	832
12022	298
19140	106
3713	313
3624	180
17694	276
23888	353
25115	315
17485	118
3188	64
6041	23
4304	63
32348	77
23981	261
1232	512
712	716
15853	1060
21585	135
2025	191
11397	198
9164	169
7869	216
20109	169
8002	525
14718	114
21141	140
879	58
6478	1350
557	1143
9160	353
23610	372
13273	444
24830	315
927	266
4227	13
23628	133
6249	488
4032	36
22678	53
1597	702
7886	415
4546	744
26046	20
15007	118
16615	688
1656	1050
4392	966
190	2751
31779	162
6102	372
9327	109
16645	182
8639	74
20857	118
2666	273
4436	211
5892	268
21393	43
16583	67
1943	1515
7460	1207
20423	325
8589	321
19442	298
18003	487
4438	65
15713	50
22010	182
2840	739
3517	707
6097	135
5318	263
14109	75
9572	959
6141	693
23019	547
8333	72
3348	1761
523	310
3929	47
5836	104
20034	220
25231	501
3987	207
4976	53
8131	686
5725	649
9070	882
6087	2083
12940	451
22101	298
16617	96
16295	198
32378	47
5154	87
4612	92
24192	21
5427	44
18024	1647
16325	912
20756	9
8589	77
21236	1362
11447	1156
3197	220
10255	186
21098	564
24008	198
1330	123
20492	73
25288	253
6183	1884
4716	178
10266	53
10332	140
1876	834
33183	306
11277	61
10708	67
9404	1390
5341	140
8856	316
22095	22
10008	118
14408	149
11840	610
14408	284
9661	134
9649	291
19982	1053
20323	173
18902	363
23537	182
1634	136
1401	372
6557	3402
13684	1373
7578	901
5761	396
469	492
14033	3
3694	375
5853	280
12651	268
5684	2074
23645	198
14303	3
22259	106
19232	118
7055	509
10773	1
5704	430
6682	552
58	548
10432	785
1319	439
23762	186
1320	87
26628	1031
1966	93
5685	149
7013	582
6547	613
874	252
3223	934
22698	136
5655	1001
2845	952
11001	1249
15831	99
17645	75
2609	262
24261	180
8516	610
576	220
6277	198
1236	297
7470	1010
20588	432
3184	230
389	20
24542	11
3070	626
29822	1447
2502	4202
6634	80
5293	607
15074	583
6408	663
3852	614
2741	760
16439	1217
6366	220
9496	776
12133	103
2741	87
2182	916
12201	129
12726	409
5614	17
16347	449
2772	649
14143	53
14549	1248
4806	487
28851	226
10170	1434
9415	48
1619	432
2185	269
5004	260
4847	222
16681	8
7840	447
21585	61
9389	207
8148	472
10221	540
6348	392
525	122
4630	48
18034	1753
190	198
24935	655
16072	422
13322	873
1857	313
2458	4
7440	929
17925	198
2972	50
5543	473
2871	502
4209	632
28780	40
23085	118
19046	1721
11063	450
32106	31
22156	8
30447	27
7293	57
209	1436
9272	1207
5183	1239
2172	1554
5064	298
2732	716
4134	378
5211	522
6883	76
4767	436
10895	621
1151	1535
15544	122
3043	28
9126	97
29608	722
22796	72
15721	119
6473	109
19591	248
5175	59
6025	1342
7694	813
29891	11
24193	43
20984	812
8514	1050
8035	420
928	3
3977	63
13389	762
6227	1049
12845	44
4967	436
2576	55
1053	717
23059	246
19223	45
19901	1032
20226	35
6169	962
15251	92
5528	547
10130	263
20516	729
9126	61
7468	125
23943	118
18721	549
9063	11
12062	1447
5454	307
2562	107
15919	298
512	49
25525	158
591	1079
16968	492
3097	1032
1527	880
30596	492
430	341
13224	500
704	251
127	2671
7434	937
17519	141
715	1178
23940	65
11234	317
13260	53
20011	762
8104	100
22639	110
16295	298
14449	448
2360	89
6049	1675
2260	117
1213	204
1724	1277
2027	232
2655	972
2160	854
18063	106
1842	658
1324	442
2208	82
7412	450
20261	674
18111	1252
16942	487
8841	1620
14353	692
4805	262
1485	1225
3177	282
4235	263
14830	956
4668	126
12390	65
7043	166
7394	135
4381	3119
15225	293
8274	486
17835	146
8631	551
10203	684
3437	198
233	1068
4885	261
20733	363
28269	301
20506	583
3897	44
1886	1837
5815	103
10586	239
1303	660
64	247
17499	447
6886	18
10025	1623
1078	644
7559	936
22948	49
14502	53
21009	122
9219	582
4458	255
6377	337
19482	660
16255	65
16907	97
13322	76
4811	28
4710	441
100	1309
5803	151
6750	260
22980	332
13257	783
2902	744
5979	6
19857	783
27540	268
836	458
19809	176
18259	516
31879	72
12062	92
4076	431
